date,temperature,cloud_coverage,relative_humidity,wind_speed,location,source,day_of_week,hour_of_day
2024-08-20,18.9,2.2,76.9,7.0,Helsinki,MET,Tuesday,21
2024-08-20,19.0,3.9,80.3,5.9,Helsinki,MET,Tuesday,22
2024-08-20,18.8,42.8,82.9,5.4,Helsinki,MET,Tuesday,23
2024-08-21,19.0,44.7,80.9,5.4,Helsinki,MET,Wednesday,0
2024-08-21,19.0,13.2,74.7,6.5,Helsinki,MET,Wednesday,1
2024-08-21,18.8,11.1,78.2,6.5,Helsinki,MET,Wednesday,2
2024-08-21,18.7,54.7,80.0,5.6,Helsinki,MET,Wednesday,3
2024-08-21,18.7,74.1,77.6,6.2,Helsinki,MET,Wednesday,4
2024-08-21,18.7,80.3,76.9,7.0,Helsinki,MET,Wednesday,5
2024-08-21,18.8,76.2,77.8,7.1,Helsinki,MET,Wednesday,6
2024-08-21,18.9,66.7,77.2,7.2,Helsinki,MET,Wednesday,7
2024-08-21,18.9,27.1,76.3,7.7,Helsinki,MET,Wednesday,8
2024-08-21,19.0,1.5,76.8,7.3,Helsinki,MET,Wednesday,9
2024-08-21,19.3,0.6,77.9,7.4,Helsinki,MET,Wednesday,10
2024-08-21,19.3,4.3,78.5,8.6,Helsinki,MET,Wednesday,11
2024-08-21,19.6,41.9,76.4,9.5,Helsinki,MET,Wednesday,12
2024-08-21,19.6,81.6,78.7,9.4,Helsinki,MET,Wednesday,13
2024-08-21,19.9,70.9,82.8,8.6,Helsinki,MET,Wednesday,14
2024-08-21,20.0,89.3,78.7,8.0,Helsinki,MET,Wednesday,15
2024-08-21,20.0,82.0,77.2,8.7,Helsinki,MET,Wednesday,16
2024-08-21,19.9,73.3,78.5,9.0,Helsinki,MET,Wednesday,17
2024-08-21,19.9,87.9,74.9,9.6,Helsinki,MET,Wednesday,18
2024-08-21,19.9,97.9,75.5,9.5,Helsinki,MET,Wednesday,19
2024-08-21,19.8,98.3,78.4,9.9,Helsinki,MET,Wednesday,20
2024-08-21,19.6,92.1,78.8,10.8,Helsinki,MET,Wednesday,21
2024-08-21,19.5,86.6,79.9,10.4,Helsinki,MET,Wednesday,22
2024-08-21,19.7,99.4,80.3,9.9,Helsinki,MET,Wednesday,23
2024-08-22,19.4,99.9,83.2,9.2,Helsinki,MET,Thursday,0
2024-08-22,19.3,100.0,90.6,8.1,Helsinki,MET,Thursday,1
2024-08-22,18.7,100.0,93.4,7.5,Helsinki,MET,Thursday,2
2024-08-22,18.5,100.0,95.6,6.5,Helsinki,MET,Thursday,3
2024-08-22,18.4,100.0,95.8,5.2,Helsinki,MET,Thursday,4
2024-08-22,18.4,99.5,96.3,5.1,Helsinki,MET,Thursday,5
2024-08-22,18.2,88.5,94.8,4.2,Helsinki,MET,Thursday,6
2024-08-22,18.2,91.0,94.8,3.4,Helsinki,MET,Thursday,7
2024-08-22,18.1,96.3,92.2,8.8,Helsinki,MET,Thursday,8
2024-08-22,17.9,99.9,89.7,8.5,Helsinki,MET,Thursday,9
2024-08-22,18.0,100.0,88.8,9.0,Helsinki,MET,Thursday,10
2024-08-22,17.9,84.7,84.6,8.7,Helsinki,MET,Thursday,11
2024-08-22,18.1,58.6,80.8,9.4,Helsinki,MET,Thursday,12
2024-08-22,18.1,38.2,80.9,10.1,Helsinki,MET,Thursday,13
2024-08-22,18.1,15.1,80.6,9.3,Helsinki,MET,Thursday,14
2024-08-22,18.1,7.4,75.2,9.2,Helsinki,MET,Thursday,15
2024-08-22,17.9,16.3,74.2,8.8,Helsinki,MET,Thursday,16
2024-08-22,17.7,6.7,75.1,7.6,Helsinki,MET,Thursday,17
2024-08-22,17.6,2.2,76.8,7.0,Helsinki,MET,Thursday,18
2024-08-22,17.5,4.6,75.7,6.5,Helsinki,MET,Thursday,19
2024-08-22,17.5,29.1,75.7,6.8,Helsinki,MET,Thursday,20
2024-08-22,17.6,43.6,75.7,6.7,Helsinki,MET,Thursday,21
2024-08-22,17.5,42.7,77.8,6.2,Helsinki,MET,Thursday,22
2024-08-22,17.6,47.8,77.6,5.3,Helsinki,MET,Thursday,23
2024-08-23,17.4,41.0,76.1,4.6,Helsinki,MET,Friday,0
2024-08-23,17.2,100.0,82.8,10.4,Helsinki,MET,Friday,6
2024-08-23,18.6,74.2,79.3,10.5,Helsinki,MET,Friday,12
2024-08-23,19.4,100.0,78.1,9.7,Helsinki,MET,Friday,18
2024-08-24,19.3,92.2,76.8,10.4,Helsinki,MET,Saturday,0
2024-08-24,18.9,59.4,82.0,10.2,Helsinki,MET,Saturday,6
2024-08-24,19.2,48.8,80.2,9.7,Helsinki,MET,Saturday,12
2024-08-24,18.1,2.3,81.2,7.4,Helsinki,MET,Saturday,18
2024-08-25,18.1,5.5,83.8,5.2,Helsinki,MET,Sunday,0
2024-08-25,18.4,5.5,85.9,6.5,Helsinki,MET,Sunday,6
2024-08-25,20.3,16.4,81.5,7.2,Helsinki,MET,Sunday,12
2024-08-25,19.7,50.8,82.9,6.5,Helsinki,MET,Sunday,18
2024-08-26,17.7,88.7,86.8,4.6,Helsinki,MET,Monday,0
2024-08-26,16.8,90.6,83.4,3.7,Helsinki,MET,Monday,6
2024-08-26,18.4,99.2,73.7,5.6,Helsinki,MET,Monday,12
2024-08-26,17.4,100.0,72.8,5.5,Helsinki,MET,Monday,18
2024-08-27,16.0,100.0,80.8,4.1,Helsinki,MET,Tuesday,0
2024-08-27,16.1,100.0,78.5,3.5,Helsinki,MET,Tuesday,6
2024-08-27,18.5,96.9,67.1,5.8,Helsinki,MET,Tuesday,12
2024-08-27,17.8,96.9,72.1,5.5,Helsinki,MET,Tuesday,18
2024-08-28,16.1,1.6,83.8,4.1,Helsinki,MET,Wednesday,0
2024-08-28,15.8,7.4,82.8,3.3,Helsinki,MET,Wednesday,6
2024-08-28,17.9,69.5,76.9,4.7,Helsinki,MET,Wednesday,12
2024-08-28,17.7,10.9,73.5,4.4,Helsinki,MET,Wednesday,18
2024-08-29,16.5,30.5,84.5,3.5,Helsinki,MET,Thursday,0
2024-08-29,16.9,37.5,84.7,3.6,Helsinki,MET,Thursday,6
2024-08-29,18.1,55.5,77.5,4.1,Helsinki,MET,Thursday,12
2024-08-29,18.4,71.9,80.1,4.2,Helsinki,MET,Thursday,18
2024-08-30,17.7,10.9,84.9,3.7,Helsinki,MET,Friday,0
2024-08-30,16.6,14.1,86.1,4.0,Helsinki,MET,Friday,6
2024-08-30,18.6,34.4,77.9,4.5,Helsinki,MET,Friday,12
